DOI,Field,Subfield,First_Author_Country,Publication_Day,Publication_Month,Publication_Year,Data_Generated,Data_Section_Text_Generated,Data_Shared,Data_Section_Text_Shared,Data_Location,Data_Sharing_Accessions,Data_Sharing_URLs,Data_Sharing_DOIs,Data_Sharing_Repositories,DAS,Code_Generated,Code_Section_Text_Generated,Code_Shared,Code_Section_Text_Shared,Code_Location,Code_Sharing_URLs,Code_Sharing_Repositories,Preprint_Match,Preprint_DOI,Preprint_Day,Preprint_Month,Preprint_Year,Preprint_URL,Preprint_Server
10.1126/science.abb2224,Medicine,Surgery,China,14,1,2021,Yes,Method,Yes,DA,Online,NA,NA,NA,NA,Data and materials availability,Yes,"DA,Method,fulltext",Yes,"MM,DA",Online,NA,NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abb2683,Immunology and Microbiology,Immunology,United States of America,21,1,2021,Yes,fulltext,No,NA,NA,NA,NA,NA,NA,Data and materials availability,No,NA,No,NA,NA,NA,NA,Yes,10.1101/2020.03.12.989707,13,3,2020,https://doi.org/10.1101/2020.03.12.989707,bioRxiv
10.1126/science.abb2986,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,United Kingdom,7,1,2021,Yes,fulltext,Yes,"fulltext,DA",Online,"prjeb14363, heart_2020","https://content.cruk.cam.ac.uk/jmlab/mouseEmbryonicHeartAtlas/, https://github.com/MarioniLab/mouseHeart_2020",NA,"Github, Nucleotide, EuropeanVariationArchive",Data and materials availability,Yes,"DA,fulltext",Yes,DA,Online,https://github.com/MarioniLab/mouseHeart_2020,NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abb3091,Physics and Astronomy,Astronomy and Astrophysics,United Kingdom,21,1,2021,Yes,fulltext,Yes,DA,Online,NA,https://osf.io/e2kfv,NA,OpenScienceFramework,Data and materials availability,Yes,DA,No,NA,NA,NA,NA,Yes,10.5194/epsc2020-243,8,10,2020,https://doi.org/10.5194/epsc2020-243,European Geosciences Union
10.1126/science.abb3099,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,United States of America,9,4,2021,Yes,fulltext,Yes,DA,Online,NA,https://doi.org/10.22002/d1.1444,10.22002/d1.1444,NA,Data and materials availability,Yes,"DA,fulltext",No,NA,NA,NA,NA,Yes,10.1101/2020.02.21.958678,25,2,2020,https://doi.org/10.1101/2020.02.21.958678,bioRxiv
10.1126/science.abb3356,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,Netherlands,2,9,2021,Yes,fulltext,Yes,DA,Online,gse160584,NA,NA,GeneExpressionOmnibus,Data and materials availability,No,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abb3363,Physics and Astronomy,Astronomy and Astrophysics,Australia,18,2,2021,No,NA,Yes,DA,Online,NA,"https://zenodo.org/record/4548614, https://github.com/bersavosh/CygX-1_JMJ2021","10.5281/zenodo.4548614, 10.5281/zenodo.3961240","Zenodo, Github",Data and materials availability,Yes,DA,Yes,DA,Online,"http://github.com/TeamCOMPAS/COMPAS, https://zenodo.org/record/4548614, https://github.com/bersavosh/CygX-1_JMJ2021",Zenodo,Yes,10.48550/arxiv.2102.09091,NA,NA,2021,https://arxiv.org/abs/2102.09091,arXiv
10.1126/science.abb3414,Neuroscience,Cellular and Molecular Neuroscience,United States of America,2,9,2021,Yes,fulltext,Yes,Supplementary,Supplementary Material,NA,NA,NA,NA,Data and materials availability,Yes,DA,Yes,DA,Online,https://github.com/cgob/codon_usage/,NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abb3420,Medicine,Physiology,Netherlands,28,10,2021,Yes,Method,Yes,"Method,DA","Supplementary Material,Online","gse117278, gse19899",NA,NA,GeneExpressionOmnibus,Data and materials availability,Yes,Method,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abb3517,Materials Science,Materials Chemistry,India,11,2,2021,No,NA,No,NA,NA,NA,NA,NA,NA,Data and materials availability,No,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abb3634,Environmental Science,Ecology,United States of America,23,6,2022,Yes,fulltext,Yes,DA,"Supplementary Material,Online",NA,NA,NA,NA,Data and materials availability,No,NA,No,NA,NA,NA,NA,Yes,10.1101/2022.02.16.480423,18,2,2022,https://doi.org/10.1101/2022.02.16.480423,bioRxiv
10.1126/science.abb3649,Chemical Engineering,Catalysis,China,4,2,2021,No,NA,No,NA,NA,NA,NA,NA,NA,Data and materials availability,No,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abb3717,Environmental Science,Ecology,Finland,28,10,2021,No,NA,Yes,DA,Online,"prjeb6610, prjeb9737, prjeb402","https://zenodo.org/record/5527128#.yu4dukbnyqk, https://doi.org/10.1594/pangaea.875582","10.1594/pangaea.875582, 10.5281/zenodo.5557664","EuropeanVariationArchive, Zenodo",Data and materials availability,Yes,DA,Yes,DA,Online,https://zenodo.org/record/5527128#.yu4dukbnyqk,NA,Yes,10.1101/2020.09.08.287524,10,9,2020,https://doi.org/10.1101/2020.09.08.287524,bioRxiv
10.1126/science.abb3848,Materials Science,Materials Chemistry,NA,13,5,2021,No,NA,Yes,DA,Online,NA,https://doi.org/10.5281/zenodo.4626213,10.5281/zenodo.4626213,Zenodo,Data and materials availability,No,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abb4149,Psychology,Social Psychology,United States of America,22,10,2021,Yes,Method,Yes,DA,Online,NA,https://doi.org/10.6084/m9.figshare.15102027,10.6084/m9.figshare.15102027,figshare,Data and materials availability,Yes,"Method,fulltext",No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abb4305,Environmental Science,Global and Planetary Change,United States of America,6,5,2021,Yes,fulltext,Yes,DA,Online,NA,https://doi.org/10.5061/dryad.866t1g1q4,10.5061/dryad.866t1g1q4,DryadDigitalRepository,Data and materials availability,No,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abb4348,Agricultural and Biological Sciences,Plant Science,United Kingdom,10,6,2021,Yes,fulltext,Yes,"fulltext,DA",Online,NA,https://doi.org/10.6084/m9.figshare.14529351.v1,10.6084/m9.figshare.14529351.v1,figshare,Data and materials availability,Yes,DA,Yes,DA,Online,"https://doi.org/10.6084/m9.figshare.14529390.v1, https://doi.org/10.6084/m9.figshare.14529372.v1",figshare,No,NA,NA,NA,NA,NA,NA
10.1126/science.abb4542,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,United Kingdom,9,4,2021,Yes,fulltext,No,NA,NA,NA,NA,NA,NA,Data and materials availability,No,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abb4928,Physics and Astronomy,"Atomic and Molecular Physics, and Optics",United States of America,14,1,2021,Yes,fulltext,Yes,DA,Online,NA,https://doi.org/10.7910/dvn/h8lx1v,10.7910/dvn/h8lx1v,HarvardDataverse,Data and materials availability,No,NA,No,NA,NA,NA,NA,Yes,10.48550/arxiv.2002.10475,NA,NA,2020,https://arxiv.org/abs/2002.10475,arXiv
10.1126/science.abb5144,Engineering,Electrical and Electronic Engineering,United States of America,29,4,2021,No,NA,No,NA,NA,NA,NA,NA,NA,Data and materials availability,No,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abb5352,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,Israel,25,3,2021,Yes,fulltext,Yes,DA,Online,NA,https://doi.org/10.5281/zenodo.5159560,10.5281/zenodo.5159560,Zenodo,Data and materials availability,Yes,"DA,fulltext",No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abb5916,Medicine,Physiology,Japan,14,1,2021,Yes,fulltext,Yes,DA,Online,"gse145414, gse138508, jpst000730",NA,NA,"GeneExpressionOmnibus, Gene Expression Omnibus, GEO",Data and materials availability,No,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abb6396,Agricultural and Biological Sciences,Insect Science,Spain,29,7,2021,Yes,fulltext,Yes,DA,Online,"bk059171, mn337871, qnh90510.1, bk059165, bk059168, bk059169, mz153235, bk059167, mn871516, mn320360.1, mn871515, bk059166, bk059170",https://dx.doi.org/10.5061/dryad.cz8w9gj3q,10.5061/dryad.cz8w9gj3q,"Genbank, TPA, DryadDigitalRepository",Data and materials availability,No,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abb6640,Materials Science,Materials Chemistry,China,6,5,2021,No,NA,No,NA,NA,NA,NA,NA,NA,Data and materials availability,No,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abb6643,Earth and Planetary Sciences,Oceanography,United Kingdom,11,3,2021,Yes,fulltext,Yes,DA,Online,NA,NA,"10.5281/zenodo.4469678, 10.5281/zenodo.4469673",Zenodo,Data and materials availability,Yes,DA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abb7481,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Germany,14,1,2021,Yes,fulltext,Yes,DA,Online,NA,http://doi.org/10.5281/zenodo.4159697,10.5281/zenodo.4159697,Zenodo,Data and materials availability,Yes,DA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abb7535,Physics and Astronomy,Astronomy and Astrophysics,United States of America,18,3,2021,Yes,fulltext,Yes,DA,Online,NA,https://doi.org/10.7910/dvn/k9hrck,"10.7910/dvn/omynae, 10.7910/dvn/k9hrck",HarvardDataverse,Data and materials availability,Yes,DA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abb7657,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,Germany,25,2,2021,Yes,fulltext,Yes,DA,Online,NA,https://doi.org/10.5281/zenodo.4036276,10.5281/zenodo.4036276,Zenodo,Data and materials availability,No,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abb8677,Earth and Planetary Sciences,Paleontology,Australia,19,2,2021,Yes,fulltext,No,NA,NA,NA,NA,NA,NA,Data and materials availability,No,NA,No,NA,NA,NA,NA,Yes,10.5194/egusphere-egu2020-12314,9,3,2020,https://doi.org/10.5194/egusphere-egu2020-12314,European Geosciences Union
10.1126/science.abb8687,Engineering,Electrical and Electronic Engineering,Australia,21,1,2021,Yes,fulltext,No,NA,NA,NA,NA,NA,NA,Data and materials availability,No,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abb8699,Medicine,Epidemiology,United Kingdom,29,4,2021,Yes,Method,Yes,"Method,DA",Online,"erp016362, erp001039, erp010248, atcc19977, cip_108297","http://purl.org/phylo/treebase/phylows/study/TB2:S27748, https://github.com/sanger-pathogens/bact-gen-scripts, https://github.com/sanger-pathogens",10.5281/zenodo.4569470,"Nucleotide, GTR, ENAorEBISequenceReadArchive, Zenodo, Github",Data and materials availability,Yes,"DA,Method",Yes,"MM,DA",Online,"https://github.com/JosieMB/MV_trees.git, https://github.com/sanger-pathogens/bact-gen-scripts, https://github.com/sanger-pathogens, https://github.com/gtonkinhill/panaroo",NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abb8754,Materials Science,Materials Chemistry,United States of America,18,3,2021,Yes,fulltext,Yes,DA,Online,NA,https://osf.io/uewx4/?viewonly=d112e55af9bc46f294a7fea4c087248d,NA,OpenScienceFramework,Data and materials availability,No,NA,No,NA,NA,NA,NA,Yes,10.48550/arxiv.2003.11072,NA,NA,2020,https://arxiv.org/abs/2003.11072,arXiv
10.1126/science.abb9032,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,United States of America,1,4,2021,Yes,fulltext,Yes,DA,Online,prjna699309,"http://doi.org/10.7303/syn24202004, https://www.ncbi.nlm.nih.gov/bioproject/PRJNA699309",10.7303/syn24202004,NCBIBioproject,Data and materials availability,Yes,DA,Yes,DA,Online,NA,NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abb9038,Earth and Planetary Sciences,Atmospheric Science,United Kingdom,28,1,2021,Yes,fulltext,Yes,DA,Online,era5,NA,NA,ENAorEBISequenceReadArchive,Data and materials availability,No,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abb9280,Materials Science,"Electronic, Optical and Magnetic Materials",United States of America,27,5,2021,No,NA,Yes,DA,Online,NA,https://doi.org/10.25740/wg432jy0214,10.25740/wg432jy0214,NA,Data and materials availability,No,NA,No,NA,NA,NA,NA,Yes,10.48550/arxiv.2003.12202,NA,NA,2020,https://arxiv.org/abs/2003.12202,arXiv
10.1126/science.abb9303,"Biochemistry, Genetics and Molecular Biology",Genetics,United Kingdom,21,1,2021,Yes,fulltext,Yes,DA,Online,"pxd008597, msv000081885, prja506018",NA,NA,"Nucleotide, BioProject, SRA",Data and materials availability,No,NA,No,NA,NA,NA,NA,Yes,10.1101/2020.07.08.192443,11,7,2020,https://doi.org/10.1101/2020.07.08.192443,bioRxiv
10.1126/science.abb9425,Medicine,"Public Health, Environmental and Occupational Health",Australia,7,1,2021,Yes,fulltext,No,NA,NA,NA,NA,NA,NA,Data and materials availability,Yes,DA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abb9536,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,United States of America,1,7,2021,Yes,fulltext,Yes,"fulltext,DA",Online,gse166692,https://doi.org/10.5281/zenodo.4698159,10.5281/zenodo.4698159,"GeneExpressionOmnibus, Zenodo",Data and materials availability,Yes,DA,Yes,DA,Online,https://doi.org/10.5281/zenodo.4698159,Zenodo,No,NA,NA,NA,NA,NA,NA
10.1126/science.abb9860,Materials Science,Materials Chemistry,Japan,18,3,2021,Yes,fulltext,Yes,DA,Online,NA,https://doi.org/10.7910/dvn/mjamiv,10.7910/dvn/mjamiv,HarvardDataverse,Data and materials availability,No,NA,No,NA,NA,NA,NA,Yes,10.48550/arxiv.2012.05707,NA,NA,2020,https://arxiv.org/abs/2012.05707,arXiv
10.1126/science.abc0105,Physics and Astronomy,"Atomic and Molecular Physics, and Optics",China,15,4,2021,Yes,fulltext,Yes,DA,Online,NA,https://doi.org/10.7910/dvn/qfscaq,10.7910/dvn/qfscaq,HarvardDataverse,Data and materials availability,Yes,DA,Yes,DA,Online,NA,HarvardDataverse,Yes,10.48550/arxiv.2004.02413,NA,NA,2020,https://arxiv.org/abs/2004.02413,arXiv
10.1126/science.abc0256,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",United States of America,25,3,2021,Yes,Method,Yes,"Method,DA",Online,prjna382416,NA,10.5061/dryad.cjsxksn4h,"NCBIBioproject, DryadDigitalRepository",Data and materials availability,Yes,Method,Yes,MM,Online,https://github.com/simonhmartin/genomics_general,NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abc0269,"Biochemistry, Genetics and Molecular Biology",Cancer Research,United States of America,17,6,2021,No,NA,Yes,DA,Online,gse146068,https://github.com/signalingsystemslab/NFkB_enhancer_dynamics,10.5281/zenodo.4698447,"GeneExpressionOmnibus, Github, Zenodo, GEO",Data and materials availability,Yes,"DA,fulltext",Yes,DA,Online,https://github.com/signalingsystemslab/NFkB_enhancer_dynamics,NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abc0476,Medicine,"Public Health, Environmental and Occupational Health",United States of America,7,1,2021,Yes,fulltext,Yes,DA,Online,"mw246826, mw246827",NA,NA,Genbank,Data and materials availability,Yes,DA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abc0652,Materials Science,Polymers and Plastics,United States of America,15,7,2021,Yes,fulltext,Yes,DA,Online,NA,http://doi.org/10.5281/zenodo.4781957,10.5281/zenodo.4781957,Zenodo,Data and materials availability,Yes,DA,No,NA,NA,NA,NA,Yes,10.48550/arxiv.2102.06013,NA,NA,2021,https://arxiv.org/abs/2102.06013,arXiv
10.1126/science.abc0956,Medicine,Rheumatology,Germany,11,3,2021,Yes,Method,Yes,DA,Online,gse161575,NA,NA,"GEO, Gene Expression Omnibus, GeneExpressionOmnibus",Data and materials availability,Yes,Method,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abc1048,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,United States of America,2,9,2021,Yes,fulltext,Yes,DA,"Supplementary Material,Online",gse172069,NA,NA,"GEO, Gene Expression Omnibus, GeneExpressionOmnibus",Data and materials availability,Yes,fulltext,No,NA,NA,NA,NA,Yes,10.1101/2020.05.09.081554,11,5,2020,https://doi.org/10.1101/2020.05.09.081554,bioRxiv
10.1126/science.abc1339,Materials Science,Materials Chemistry,United States of America,4,2,2021,Yes,fulltext,No,NA,NA,NA,NA,NA,NA,Data and materials availability,No,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abc1490,Environmental Science,Nature and Landscape Conservation,France,18,3,2021,Yes,fulltext,No,NA,NA,NA,NA,NA,NA,Data and materials availability,No,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abc1855,Medicine,Oncology,United States of America,25,2,2021,Yes,fulltext,No,NA,NA,NA,NA,NA,NA,Data and materials availability,No,NA,No,NA,NA,NA,NA,Yes,10.1101/2021.01.21.427654,22,1,2021,https://doi.org/10.1101/2021.01.21.427654,bioRxiv
10.1126/science.abc1893,Physics and Astronomy,Astronomy and Astrophysics,United Kingdom,11,2,2021,Yes,fulltext,Yes,DA,Online,NA,NA,NA,NA,Data and materials availability,Yes,DA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abc1944,"Biochemistry, Genetics and Molecular Biology",Cancer Research,United States of America,21,1,2021,Yes,fulltext,Yes,DA,Online,gse161363,https://doi.org/10.5281/zenodo.4243162,10.5281/zenodo.4243162,"Zenodo, GeneExpressionOmnibus",Data and materials availability,Yes,DA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abc1966,Psychology,Social Psychology,Israel,15,7,2021,No,NA,Yes,DA,Online,NA,https://doi.org/10.5281/zenodo.4657309,10.5281/zenodo.4657309,Zenodo,Data and materials availability,Yes,DA,No,NA,NA,NA,NA,Yes,10.1101/2020.04.10.036087,13,4,2020,https://doi.org/10.1101/2020.04.10.036087,bioRxiv
10.1126/science.abc2666,Computer Science,Computer Vision and Pattern Recognition,United States of America,25,2,2021,Yes,fulltext,No,NA,NA,NA,NA,NA,NA,Data and materials availability,No,NA,No,NA,NA,NA,NA,Yes,10.48550/arxiv.2004.07157,NA,NA,2020,https://arxiv.org/abs/2004.07157,arXiv
10.1126/science.abc2745,"Biochemistry, Genetics and Molecular Biology",Genetics,France,21,1,2021,Yes,fulltext,Yes,DA,Online,NA,https://doi.org/10.6084/m9.figshare.13239110,10.6084/m9.figshare.13239110,figshare,Data and materials availability,No,NA,No,NA,NA,NA,NA,Yes,10.1101/2020.03.23.003103,24,3,2020,https://doi.org/10.1101/2020.03.23.003103,bioRxiv
10.1126/science.abc2755,Earth and Planetary Sciences,Geochemistry and Petrology,United States of America,22,4,2021,No,NA,No,NA,NA,NA,NA,NA,NA,Data and materials availability,No,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abc2794,Physics and Astronomy,"Atomic and Molecular Physics, and Optics",United States of America,9,9,2021,Yes,fulltext,No,NA,NA,NA,NA,NA,NA,Data and materials availability,Yes,DA,No,NA,NA,NA,NA,Yes,10.48550/arxiv.2103.05428,NA,NA,2021,https://arxiv.org/abs/2103.05428,arXiv
10.1126/science.abc2836,Physics and Astronomy,Condensed Matter Physics,United States of America,15,4,2021,Yes,fulltext,Yes,DA,Online,NA,NA,10.7910/dvn/t0pwk7,HarvardDataverse,Data and materials availability,No,NA,No,NA,NA,NA,NA,Yes,10.48550/arxiv.2004.04148,NA,NA,2020,https://arxiv.org/abs/2004.04148,arXiv
10.1126/science.abc3172,Medicine,Pulmonary and Respiratory Medicine,United States of America,11,3,2021,Yes,fulltext,Yes,DA,Online,gse149563,NA,NA,"GEO, Gene Expression Omnibus, GeneExpressionOmnibus",Data and materials availability,Yes,fulltext,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abc3483,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,France,29,4,2021,Yes,fulltext,No,NA,NA,NA,NA,NA,NA,Data and materials availability,No,NA,No,NA,NA,NA,NA,Yes,10.1101/2020.04.29.058974,30,4,2020,https://doi.org/10.1101/2020.04.29.058974,bioRxiv
10.1126/science.abc3534,Physics and Astronomy,"Atomic and Molecular Physics, and Optics",Switzerland,9,9,2021,Yes,fulltext,Yes,DA,Online,NA,http://doi.org/10.5905/ethz-1007-405,10.5905/ethz-1007-405,NA,Data and materials availability,Yes,DA,Yes,DA,Online,NA,NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abc3593,"Biochemistry, Genetics and Molecular Biology",Cell Biology,United States of America,25,6,2021,Yes,fulltext,No,NA,NA,NA,NA,NA,NA,Data and materials availability,Yes,fulltext,No,NA,NA,NA,NA,Yes,10.1101/2021.04.22.440934,23,4,2021,https://doi.org/10.1101/2021.04.22.440934,bioRxiv
10.1126/science.abc4203,Medicine,Pathology and Forensic Medicine,United States of America,17,2,2022,Yes,Method,No,NA,NA,NA,NA,NA,NA,Data and materials availability,Yes,"Method,fulltext",No,NA,NA,NA,NA,Yes,10.1101/606541,14,4,2019,https://doi.org/10.1101/606541,bioRxiv
10.1126/science.abc4346,Medicine,Hepatology,China,25,2,2021,Yes,fulltext,No,NA,NA,NA,NA,NA,NA,Data and materials availability,No,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abc4538,Engineering,Biomedical Engineering,China,28,1,2021,No,NA,No,NA,NA,NA,NA,NA,NA,Data and materials availability,No,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abc4727,Engineering,Biomedical Engineering,China,5,3,2021,Yes,fulltext,No,NA,NA,NA,NA,NA,NA,Data and materials availability,No,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA
10.1126/science.abc4787,Physics and Astronomy,Condensed Matter Physics,Japan,2,3,2023,Yes,fulltext,Yes,DA,Online,NA,doi.org/10.5281/zenodo.7542767,10.5281/zenodo.7542767,Zenodo,Data and materials availability,Yes,DA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA
